TITLE,URL,SECTION,NORMALIZED_TITLE,TITLE_NO_STOPWORDS,STEMMED_TITLE,LEMMATIZED_TITLE
Simple console logger,https://cplusplus.com/articles/z1wTURfi/,subsection,simple console logger,simple console logger,simpl consol logger,simple console logger
log4z v1.0.0,https://cplusplus.com/articles/STbCpfjN/,subsection,log4z v100,log4z v100,log4z v100,log4z v100
Non-recursive traversal of n-trees,https://cplusplus.com/articles/4wTbqMoL/,subsection,nonrecursive traversal of ntrees,nonrecursive traversal ntrees,nonrecurs travers ntree,nonrecursive traversal ntrees
log4z v0.9.0,https://cplusplus.com/articles/yRMf92yv/,subsection,log4z v090,log4z v090,log4z v090,log4z v090
Brainf*ck-to-C translator,https://cplusplus.com/articles/2bCRko23/,subsection,brainfcktoc translator,brainfcktoc translator,brainfcktoc translat,brainfcktoc translator
A customizable Asteroids game.,https://cplusplus.com/articles/GA07M4Gy/,subsection,a customizable asteroids game,customizable asteroids game,customiz asteroid game,customizable asteroid game
Caesar cipher,https://cplusplus.com/articles/9hvU7k9E/,subsection,caesar cipher,caesar cipher,caesar cipher,caesar cipher
Animated checkers game using SFML,https://cplusplus.com/articles/486AC542/,subsection,animated checkers game using sfml,animated checkers game using sfml,anim checker game use sfml,animated checker game using sfml
"Animated card game (Rummy), user vs. PC",https://cplusplus.com/articles/D3hv0pDG/,subsection,animated card game rummy user vs pc,animated card game rummy user vs pc,anim card game rummi user vs pc,animated card game rummy user v pc
format integers with commas separator using only chars,https://cplusplus.com/articles/986AC542/,subsection,format integers with commas separator using only chars,format integers commas separator using chars,format integ comma separ use char,format integer comma separator using char
Using Pointers 3 dfferent ways,https://cplusplus.com/articles/D186b7Xj/,subsection,using pointers 3 dfferent ways,using pointers 3 dfferent ways,use pointer 3 dfferent way,using pointer 3 dfferent way
Pointers and References,https://cplusplus.com/articles/1075fSEw/,subsection,pointers and references,pointers references,pointer refer,pointer reference
A string with the split() method,https://cplusplus.com/articles/1UqpX9L8/,subsection,a string with the split method,string split method,string split method,string split method
How to split text into two or more characters,https://cplusplus.com/articles/4N3hAqkS/,subsection,how to split text into two or more characters,split text two characters,split text two charact,split text two character
priority_queue,https://cplusplus.com/articles/1vUq5Di1/,subsection,priorityqueue,priorityqueue,priorityqueu,priorityqueue
Add color to your console window,https://cplusplus.com/articles/2ywTURfi/,subsection,add color to your console window,add color console window,add color consol window,add color console window
cplusplus.com source codes,https://cplusplus.com/articles/G186b7Xj/,subsection,cpluspluscom source codes,cpluspluscom source codes,cpluspluscom sourc code,cpluspluscom source code
Input correction,https://cplusplus.com/articles/iN3hAqkS/,subsection,input correction,input correction,input correct,input correction
Password Creator (In C),https://cplusplus.com/articles/1hvU7k9E/,subsection,password creator in c,password creator c,password creator c,password creator c
Hex viewer,https://cplusplus.com/articles/NwTbqMoL/,subsection,hex viewer,hex viewer,hex viewer,hex viewer
WinAPI source codes,https://cplusplus.com/articles/SLN36Up4/,subsection,winapi source codes,winapi source codes,winapi sourc code,winapi source code
A win32 multi-function stopwatch using SFML,https://cplusplus.com/articles/oGE1wA7f/,subsection,a win32 multifunction stopwatch using sfml,win32 multifunction stopwatch using sfml,win32 multifunct stopwatch use sfml,win32 multifunction stopwatch using sfml
ROT13 cypher,https://cplusplus.com/articles/4iLN8vqX/,subsection,rot13 cypher,rot13 cypher,rot13 cypher,rot13 cypher
Simple Error Logging,https://cplusplus.com/articles/Dj2z3TCk/,subsection,simple error logging,simple error logging,simpl error log,simple error logging
XOR Encryption,https://cplusplus.com/articles/36A0RXSz/,subsection,xor encryption,xor encryption,xor encrypt,xor encryption
Password Creator,https://cplusplus.com/articles/yhvU7k9E/,subsection,password creator,password creator,password creator,password creator
Decimal to radix conversion,https://cplusplus.com/articles/1wTbqMoL/,subsection,decimal to radix conversion,decimal radix conversion,decim radix convers,decimal radix conversion
How to avoid bugs using modern C++,https://cplusplus.com/articles/y807M4Gy/,subsection,how to avoid bugs using modern c++,avoid bugs using modern c++,avoid bug use modern c++,avoid bug using modern c++
PowerBall Lottery Simulator Revamped,https://cplusplus.com/articles/17Mf92yv/,subsection,powerball lottery simulator revamped,powerball lottery simulator revamped,powerbal lotteri simul revamp,powerball lottery simulator revamped
"std::vectors, not dynamic arrays!",https://cplusplus.com/articles/37Mf92yv/,subsection,stdvectors not dynamic arrays,stdvectors dynamic arrays,stdvector dynam array,stdvectors dynamic array
Recursive linked Hanoy Tower,https://cplusplus.com/articles/EACRko23/,subsection,recursive linked hanoy tower,recursive linked hanoy tower,recurs link hanoy tower,recursive linked hanoy tower
how can i use command line in my application?,https://cplusplus.com/articles/G36AC542/,subsection,how can i use command line in my application,use command line application,use command line applic,use command line application
Recursion,https://cplusplus.com/articles/D2N36Up4/,subsection,recursion,recursion,recurs,recursion
Simple port scanner,https://cplusplus.com/articles/o2N36Up4/,subsection,simple port scanner,simple port scanner,simpl port scanner,simple port scanner
Subnet Calculator,https://cplusplus.com/articles/4S2z3TCk/,subsection,subnet calculator,subnet calculator,subnet calcul,subnet calculator
How to split text into two or more characters,https://cplusplus.com/articles/4N3hAqkS/,subsection,how to split text into two or more characters,split text two characters,split text two charact,split text two character
Random number generator,https://cplusplus.com/articles/EywTURfi/,subsection,random number generator,random number generator,random number gener,random number generator
paranthesis checker,https://cplusplus.com/articles/GzywvCM9/,subsection,paranthesis checker,paranthesis checker,paranthesi checker,paranthesis checker
"map< string, Obj > vs map< string, Obj* >",https://cplusplus.com/articles/4i2z3TCk/,subsection,map string obj vs map string obj,map string obj vs map string obj,map string obj vs map string obj,map string obj v map string obj
stdiostream,https://cplusplus.com/articles/3AUq5Di1/,subsection,stdiostream,stdiostream,stdiostream,stdiostream
My way to make a game map in the console.,https://cplusplus.com/articles/j13hAqkS/,subsection,my way to make a game map in the console,way make game map console,way make game map consol,way make game map console
Improving type safety and security with sequence containers,https://cplusplus.com/articles/SNywvCM9/,subsection,improving type safety and security with sequence containers,improving type safety security sequence containers,improv type safeti secur sequenc contain,improving type safety security sequence container
Masking password input,https://cplusplus.com/articles/E6vU7k9E/,subsection,masking password input,masking password input,mask password input,masking password input
How to parse command line parameters.,https://cplusplus.com/articles/DEN36Up4/,subsection,how to parse command line parameters,parse command line parameters,pars command line paramet,parse command line parameter
Why system() is evil,https://cplusplus.com/articles/j3wTURfi/,subsection,why system is evil,system evil,system evil,system evil
Prefer std solutions over hand written copycats,https://cplusplus.com/articles/zvbCpfjN/,subsection,prefer std solutions over hand written copycats,prefer std solutions hand written copycats,prefer std solut hand written copycat,prefer std solution hand written copycat
Converting numbers to strings and strings to numbers,https://cplusplus.com/articles/Sy86b7Xj/,subsection,converting numbers to strings and strings to numbers,converting numbers strings strings numbers,convert number string string number,converting number string string number
Keep the console open long enough to see your program's output,https://cplusplus.com/articles/iw6AC542/,subsection,keep the console open long enough to see your programs output,keep console open long enough see programs output,keep consol open long enough see program output,keep console open long enough see program output
Using cin to get user input.,https://cplusplus.com/articles/S3wTURfi/,subsection,using cin to get user input,using cin get user input,use cin get user input,using cin get user input
strtok uses,https://cplusplus.com/articles/LTA0RXSz/,subsection,strtok uses,strtok uses,strtok use,strtok us
How to avoid bugs using modern C++,https://cplusplus.com/articles/y807M4Gy/,subsection,how to avoid bugs using modern c++,avoid bugs using modern c++,avoid bug use modern c++,avoid bug using modern c++
